recId	dcsstatus	resourceType	Fiscal	Published	Accepted	Created	Digitized	In press	Modified	Reviewer assigned	Submitted
OSGC-000-000-000-729	Final		2011	2010-11-16							
OSGC-000-000-000-626	Final		2009	2009-09-20							
OSGC-000-000-000-917	Final		2010	2010-02-11							
OSGC-000-000-000-959	Final		2011	2010-10-29							
OSGC-000-000-000-533	Final		2010	2010-05-01							
OSGC-000-000-000-266	Final		2010	2010-06-25							
OSGC-000-000-001-102	Final		2011	2010-10-01							
OSGC-000-000-000-466	Final		2010	2010-05-26							
OSGC-000-000-000-972	Final		2011	2010-10-29							
OSGC-000-000-001-083	Final		2011	2010-11-03							
OSGC-000-000-000-439	Final		2010	2010-08-01							
OSGC-000-000-000-162	Final		2010	2010-02-18							
OSGC-000-000-000-576	Final		2010	2009-11-01							
OSGC-000-000-000-419	Final		2009	2009-07-21							
OSGC-000-000-000-810	Final		2010	2010-06-01							
OSGC-000-000-000-357	Final		2010	2010-06-01							
OSGC-000-000-000-716	Final		2011					2010-10-25			
OSGC-000-000-000-009	Final		2010	2010-01							
OSGC-000-000-000-550	Final		2010	2010-06-01							
OSGC-000-000-000-213	Final		2010	2010-07-22							
OSGC-000-000-000-117	Final		2010	2010-08							
OSGC-000-000-000-826	Final		2011	2010-10-28							
OSGC-000-000-000-277	Final		2010	2010-09-01							
OSGC-000-000-000-518	Final		2010	2010-05-12							
OSGC-000-000-000-054	Final		2008	2008-01							
OSGC-000-000-000-111	Final		2010	2010-05							
OSGC-000-000-000-365	Final		2010	2010-03-30							
OSGC-000-000-000-820	Final		2010	2010-08-28							
OSGC-000-000-000-050	Final		2009	2008-12-19							
OSGC-000-000-000-384	Final		2010	2010-03-01							
OSGC-000-000-001-240	Final		2010	2009							
OSGC-000-000-000-853	Final		2010	2009-12-01							
OSGC-000-000-001-080	Final		2010	2010-06-07							
OSGC-000-000-000-387	Final		2010	2010-03-08							
OSGC-000-000-001-059	Final		2010					2010-07-02			
OSGC-000-000-000-996	Final		2010	2010-08-01							
OSGC-000-000-000-432	Final		2010	2009-11-01							
OSGC-000-000-001-078	Final		2010	2010-11-01							
OSGC-000-000-001-024	Final		2010	2010-07-27							
OSGC-000-000-000-861	Final		2010	2010-10-28							
OSGC-000-000-000-981	Final		2010								2010
OSGC-000-000-000-431	Final		2010	2009-11-01							
OSGC-000-000-000-723	Final		2009	2008-11-01							
OSGC-000-000-000-185	Final		2010	2009-12							
OSGC-000-000-000-719	Final		2010	2009-12-01							
OSGC-000-000-000-005	Final		2010	2009-11							
OSGC-000-000-000-712	Final		2009	2009-08-14							
OSGC-000-000-000-765	Final		2010	2010-05-01							
OSGC-000-000-001-264	Final		2010	2010							
OSGC-000-000-000-994	Final		2009								2009
OSGC-000-000-000-969	Final		2010	2010-09-01							
OSGC-000-000-001-028	Final		2010	2010-09-02							
OSGC-000-000-000-375	Final		2010	2010-08-10							
OSGC-000-000-000-867	Final		2010	2010-10-28							
OSGC-000-000-000-665	Final		2010	2010-09-21							
OSGC-000-000-000-787	Final		2010	2010-06-01							
OSGC-000-000-000-208	Final		2010	2010-06-21							
OSGC-000-000-000-072	Final		2009	2009-01							
OSGC-000-000-001-026	Final		2011								2010-10-31
OSGC-000-000-000-727	Final		2010	2009-10-01							
OSGC-000-000-000-913	Final		2010	2010-08-21							
OSGC-000-000-000-738	Final		2010		2010-08-13						
OSGC-000-000-000-216	Final		1967	1967-07							
OSGC-000-000-000-080	Final		2008	2008-06-11							
OSGC-000-000-000-105	Final		2010	2010-08							
OSGC-000-000-000-588	Final		2010	2010-05-19							
OSGC-000-000-000-508	Final		2011	2010-11-16							
OSGC-000-000-000-854	Final		2010	2009-10-09							
OSGC-000-000-001-081	Final		2010	2010-03-20							
OSGC-000-000-000-554	Final		2010	2010-01-10							
OSGC-000-000-000-279	Final		2010	2010-09-27							
OSGC-000-000-000-115	Final		2010	2009-08							
OSGC-000-000-000-086	Final		2010	2010-08							
OSGC-000-000-000-123	Final		2010	2009-12							
OSGC-000-000-000-062	Final		2009	2008-12							
OSGC-000-000-000-623	Final		2009	2009-06-29							
OSGC-000-000-000-272	Final		2010	2010-09-02							
OSGC-000-000-000-058	Final		2009	2009-09							
OSGC-000-000-000-526	Final		2010	2010-05-01							
OSGC-000-000-000-768	Final		2010	2010-03-01							
OSGC-000-000-000-532	Final		2010	2010-06-01							
OSGC-000-000-000-187	Final		2010	2010-02							
OSGC-000-000-001-064	Final		2010					2010-09-14			
OSGC-000-000-000-916	Final		2010	2009-12-01							
OSGC-000-000-000-601	Final		2010	2010-09-21							
OSGC-000-000-000-675	Final		2010	2009-12-01							
OSGC-000-000-001-012	Final		2011								2010-10-30
OSGC-000-000-000-077	Final		2009	2009-02							
OSGC-000-000-000-485	Final		2009	2009-07-21							
OSGC-000-000-000-557	Final		2009	2009-09-17							
OSGC-000-000-000-947	Final		2010	2010-02-01							
OSGC-000-000-001-391	Final		2007	2007-08-31							
OSGC-000-000-000-506	Final		2010	2010-05-19							
OSGC-000-000-000-225	Final		2009	2009-02-18							
OSGC-000-000-000-202	Final		2010	2010-04-13							
OSGC-000-000-000-914	Final		2010	2010-06-03							
OSGC-000-000-001-007	Final		2010	2010-05-01							
OSGC-000-000-000-371	Final		2010	2010-07-08							
OSGC-000-000-000-097	Final		2010	2010-03							
OSGC-000-000-000-831	Final		2010	2009-12-01							
OSGC-000-000-000-701	Final		2009	2009-06-01	2008-12-12						
OSGC-000-000-000-003	Final		2009	2009-01-21							
OSGC-000-000-000-751	Final		2010	2010-04-01							
OSGC-000-000-000-603	Final		2010	2010-06-01							
OSGC-000-000-001-321	Final		2004	2004-11-11							
OSGC-000-000-000-271	Final		2011	2010-10-19							
OSGC-000-000-000-455	Final		2010	2009-11-26							
OSGC-000-000-000-113	Final		2010	2010-01							
OSGC-000-000-000-293	Final		2010	2009-12-01							
OSGC-000-000-000-975	Final		2010	2010-05-18							
OSGC-000-000-000-100	Final		2010	2010-05-15							
OSGC-000-000-000-426	Final		2009	2009-05-29							
OSGC-000-000-000-718	Final		2010	2010-01-01							
OSGC-000-000-000-311	Final		2010	2010-06-01							
OSGC-000-000-000-276	Final		2010								2010-09-22
OSGC-000-000-000-710	Final		2010	2010-04-16							
OSGC-000-000-001-075	Final		2010	2010-03-01							
OSGC-000-000-000-610	Final		2010	2010-06-18							
OSGC-000-000-000-657	Final		2010	2010-09-29							
OSGC-000-000-000-950	Final		2010	2009-12-09							
OSGC-000-000-001-013	Final		2010					2010-07-02			
OSGC-000-000-000-106	Final		2010	2010-02							
OSGC-000-000-000-071	Final		2008	2008							
OSGC-000-000-000-294	Final		2010	2009-12-01							
OSGC-000-000-000-954	Final		2010	2010-03-23							
OSGC-000-000-000-801	Final		2010	2009-12-01							
OSGC-000-000-000-535	Final		2010	2010-02-01							
OSGC-000-000-000-664	Final		2010	2009-10-28							
OSGC-000-000-000-944	Final		2010	2010-09-15							
OSGC-000-000-000-306	Final		2009	2009-06-21							
OSGC-000-000-000-423	Final		2010	2010-05-01							
OSGC-000-000-000-559	Final		2010	2009-10-01							
OSGC-000-000-000-720	Final		2010	2010-01-01							
OSGC-000-000-000-192	Final		2010	2010-03							
OSGC-000-000-000-864	Final		2010	2010-01-19							
OSGC-000-000-000-802	Final		2010	2009-12-01							
OSGC-000-000-000-361	Final		2010	2010-09-01							
OSGC-000-000-001-385	Final		2009	2009-08-31							
OSGC-000-000-000-143	Final		2010	2009-12-17							
OSGC-000-000-000-092	Final		2010	2010-04-13							
OSGC-000-000-000-321	Final		2010	2009-12-01							
OSGC-000-000-000-938	Final		2010	2010-05-18							
OSGC-000-000-000-896	Final		2010	2009-12-02							
OSGC-000-000-000-661	Final		2010	2010-03-09							
OSGC-000-000-000-645	Final		2010	2010-09-10							
OSGC-000-000-001-035	Final		2011	2010-11-23							
OSGC-000-000-000-307	Final		2010	2010-11-01							
OSGC-000-000-000-548	Final		2010	2010-08-10							
OSGC-000-000-000-193	Final		2009	2009-09							
OSGC-000-000-000-776	Final		2011	2009-12-01							
OSGC-000-000-000-644	Final		2010	2010-03-11							
OSGC-000-000-000-797	Final		2010	2010-03-23							
OSGC-000-000-000-177	Final		2010	2009-11-05							
OSGC-000-000-000-642	Final		2010	2010-06-01							
OSGC-000-000-000-619	Final		2010	2009-12-01							
OSGC-000-000-000-668	Final		2010	2010-06-03							
OSGC-000-000-000-025	Final		2009	2009-01-01							
OSGC-000-000-000-027	Final		2008	2008-06							
OSGC-000-000-000-714	Final		2011	2010-10-07							
OSGC-000-000-001-159	Final		2010	2010-04-01							
OSGC-000-000-000-383	Final		2010	2010-08-31							
OSGC-000-000-001-069	Final		2010	2010-08-01							
OSGC-000-000-000-017	Final		2009	2009-08							
OSGC-000-000-000-364	Final		2010	2009-12-01							
OSGC-000-000-001-044	Final		2011								2010-10-31
OSGC-000-000-000-762	Final		2010	2010-07-01							
OSGC-000-000-000-285	Final		2010	2009-12-01							
OSGC-000-000-001-150	Final		2010	2010-07-01							
OSGC-000-000-000-475	Final		2010	2010-01-10							
OSGC-000-000-000-011	Final		2009	2009-01-01							
OSGC-000-000-001-019	Final		2011								2010-10-30
OSGC-000-000-000-267	Final		2010	2010-01-01							
OSGC-000-000-000-705	Final		2010	2009-12-18							
OSGC-000-000-001-245	Final		2010	2009							
OSGC-000-000-000-166	Final		2010	2010-02-01							
OSGC-000-000-000-795	Final		2010	2010-01-01							
OSGC-000-000-000-744	Final		2010	2009-12-01							
OSGC-000-000-000-587	Final		2010	2010-04-14							
OSGC-000-000-000-170	Final		2010	2009-12-16							
OSGC-000-000-000-517	Final		2011			2010-10-11					
OSGC-000-000-000-433	Final		2010	2010-02-01							
OSGC-000-000-000-538	Final		2010	2010-08-03							
OSGC-000-000-000-173	Final		2010	2010-04							
OSGC-000-000-000-147	Final		2010	2010-06-11							
OSGC-000-000-000-843	Final		2010	2009-12-01							
OSGC-000-000-000-045	Final		2008	2008-04							
OSGC-000-000-000-228	Final		2010	2009-11-03							
OSGC-000-000-000-126	Final		2010	2010-05							
OSGC-000-000-000-037	Final		2008	2008-03-13							
OSGC-000-000-000-520	Final		2010	2010-05-10							
OSGC-000-000-001-020	Final		2011		2010-10-01						
OSGC-000-000-000-945	Final		2010	2010-08-14							
OSGC-000-000-000-540	Final		2010	2010-06-29, 2010							
OSGC-000-000-000-835	Final		2011	2010-10-28							
OSGC-000-000-000-006	Final		2010	2009-11							
OSGC-000-000-000-028	Final		2009	2009							
OSGC-000-000-001-260	Final		2010	2009							
OSGC-000-000-000-852	Final		2010	2009-12-01							
OSGC-000-000-000-968	Final		2010	2010-10-29							
OSGC-000-000-000-821	Final		2011	2010-10-28							
OSGC-000-000-000-089	Final		2010	2010-02							
OSGC-000-000-000-691	Final		2010	2010-01-05							
OSGC-000-000-000-127	Final		2010	2010-04							
OSGC-000-000-000-156	Final		2010	2010-01							
OSGC-000-000-000-446	Final		2010	2010-05-19							
OSGC-000-000-000-317	Final		2010	2010-01-01							
OSGC-000-000-000-739	Final		2010	2010-07-01							
OSGC-000-000-000-462	Final		2010	2010-09-14							
OSGC-000-000-001-267	Final		2010	2010							
OSGC-000-000-000-987	Final		2011	2010-11-23							
OSGC-000-000-000-218	Final		2010	2010-01-27							
OSGC-000-000-000-016	Final		2010	2010-03-20							
OSGC-000-000-000-807	Final		2010	2010-08-09							
OSGC-000-000-000-834	Final		2010	2010-07-21							
OSGC-000-000-000-627	Final		2010	2009-12-01							
OSGC-000-000-000-300	Final		2011	2010-11-05							
OSGC-000-000-001-390	Final		2007	2007-09-26							
OSGC-000-000-000-870	Final		2010	2010-03-17							
OSGC-000-000-000-785	Final		2011	2010-10-01							
OSGC-000-000-000-298	Final		2010	2010-05-04							
OSGC-000-000-000-356	Final		2010	2010-06-01							
OSGC-000-000-000-584	Final		2011	2010-10-07							
OSGC-000-000-000-157	Final		2010	2010-02-18							
OSGC-000-000-000-490	Final		2011	2010-09-28							
OSGC-000-000-000-174	Final		2010	2009-10-30							
OSGC-000-000-000-351	Final		2010	2010-07-01							
OSGC-000-000-000-616	Final		2010	2010-06-01							
OSGC-000-000-000-088	Final		2010	2010-03							
OSGC-000-000-000-427	Final		2009	2009-08-01							
OSGC-000-000-000-087	Final		2010	2009-11-27							
OSGC-000-000-000-638	Final		2011	2010-12-01							
OSGC-000-000-000-135	Final		2010	2010-01-26							
OSGC-000-000-000-471	Final		2010	2010-08-01							
OSGC-000-000-001-042	Final		2011					2010-10-04			
OSGC-000-000-000-380	Final		2010	2009-12-18							
OSGC-000-000-000-758	Final		2010	2009-12-01							
OSGC-000-000-000-424	Final		2009	2009-08-14							
OSGC-000-000-000-999	Final		2010	2010-08-01							
OSGC-000-000-000-704	Final		2011	2010-11-26							
OSGC-000-000-000-648	Final		2010	2010-06-13							
OSGC-000-000-000-167	Final		2010	2009-12-09							
OSGC-000-000-000-895	Final		2011	2010-11-18							
OSGC-000-000-001-207	Final		2010	2009							
OSGC-000-000-000-472	Final		1998	1997-12-15							
OSGC-000-000-000-215	Final		2010	2009-10-23							
OSGC-000-000-001-158	Final		2010	2010-02-01							
OSGC-000-000-000-833	Final		2010	2010-10-28							
OSGC-000-000-000-049	Final		2009	2009-04							
OSGC-000-000-000-607	Final		2010	2010-07-01							
OSGC-000-000-001-244	Final		2010	2010							
OSGC-000-000-001-015	Final		2011								2010-10-30
OSGC-000-000-000-477	Final		2010	2010-04-15							
OSGC-000-000-000-894	Final		2010	2010-09-23							
OSGC-000-000-000-911	Final		2010	2010-06-22							
OSGC-000-000-000-706	Final		2009	2009-09-01							
OSGC-000-000-001-016	Final		2010	2010-06-01							
OSGC-000-000-000-292	Final		2009	2009-09-15							
OSGC-000-000-000-069	Final		2008	2008-03-01							
OSGC-000-000-001-388	Final		2005	2005-07-01							
OSGC-000-000-000-586	Final		2010	2009-12-01							
OSGC-000-000-000-602	Final		2010	2010-09-01							
OSGC-000-000-001-022	Final		2011								2010-10-30
OSGC-000-000-000-832	Final		2010	2010-06-30							
OSGC-000-000-000-823	Final		2010	2009-10-23							
OSGC-000-000-000-346	Final		2010	2009-10-19							
OSGC-000-000-001-060	Final		2011								2010-10-31
OSGC-000-000-000-991	Final		2010	2010-06-22							
OSGC-000-000-000-359	Final		2010	2010-08-27							
OSGC-000-000-000-322	Final		2009	2009-07-07							
OSGC-000-000-000-613	Final		2010		2010-09-30						
OSGC-000-000-001-151	Final		2009	2009-07-01							
OSGC-000-000-000-073	Final		2009	2009-03							
OSGC-000-000-000-749	Final		2010	2010-03-01							
OSGC-000-000-000-958	Final		2011	2010-10-29							
OSGC-000-000-000-492	Final		2011	2010-10-07							
OSGC-000-000-000-484	Final		2010	2009-10-01							
OSGC-000-000-000-836	Final		2010	2009-10-07							
OSGC-000-000-001-000	Final		2011	2010-10-01							
OSGC-000-000-000-866	Final		2010	2010-10-28							
OSGC-000-000-001-103	Final		2009	2009							
OSGC-000-000-000-713	Final		2010	2009-12-01							
OSGC-000-000-000-534	Final		2010			2009-12-01					
OSGC-000-000-000-579	Final		2010	2010-07-01							
OSGC-000-000-001-089	Final		2010	2010-08-01							
OSGC-000-000-000-900	Final		2009	2009-09-01							
OSGC-000-000-000-257	Final		2011	2010-10-01							
OSGC-000-000-000-435	Final		2010	2010-01-01							
OSGC-000-000-000-636	Final		2010	2010-06-01							
OSGC-000-000-000-012	Final		2008	2008-08-20							
OSGC-000-000-000-183	Final		2010	2010-03							
OSGC-000-000-000-888	Final		2010	2010-07-01							
OSGC-000-000-000-251	Final		2010	2010-11-20							
OSGC-000-000-000-181	Final		2010	2009-10-21							
OSGC-000-000-000-179	Final		2010	2010-04							
OSGC-000-000-000-522	Final		2010	2010-03-01							
OSGC-000-000-000-909	Final		2010	2009-12-04							
OSGC-000-000-000-549	Final		2010	2010-07-11							
OSGC-000-000-000-898	Final		2010	2010-08-04							
OSGC-000-000-001-139	Final		2008	2008-03-11							
OSGC-000-000-001-063	Final		2011								2010-10-31
OSGC-000-000-000-974	Final		2010	2010-04-14							
OSGC-000-000-000-486	Final		2010	2010-05-01							
OSGC-000-000-000-211	Final		2010	2010-06-16							
OSGC-000-000-000-986	Final		2011	2010-11-01							
OSGC-000-000-000-194	Final		2010	2009-11							
OSGC-000-000-000-920	Final		2010	2009-12-01							
OSGC-000-000-001-032	Final		2010		2010-08-27						
OSGC-000-000-000-288	Final		2009	2009-05-28							
OSGC-000-000-000-108	Final		2010	2010-09							
OSGC-000-000-000-873	Final		2010	2010-10-28							
OSGC-000-000-000-915	Final		2010	2010-02-09							
OSGC-000-000-000-134	Final		2010	2010-02-01							
OSGC-000-000-000-402	Final		2010	2010-09-01							
OSGC-000-000-001-065	Final		2011								2010-10-31
OSGC-000-000-001-061	Final		2011								2010-10-31
OSGC-000-000-000-057	Final		2008	2008-06							
OSGC-000-000-000-775	Final		2010	2009-12-01							
OSGC-000-000-000-772	Final		2010	2010-07-01							
OSGC-000-000-000-680	Final		2010	2009-12-01							
OSGC-000-000-000-046	Final		2008	2008-02							
OSGC-000-000-000-141	Final		2010	2010-02-11							
OSGC-000-000-000-283	Final		2010	2010-07-01							
OSGC-000-000-000-698	Final		2009	2009-09-01							
OSGC-000-000-000-848	Final		2010	2010-10-28							
OSGC-000-000-000-930	Final		2010	2009-12-01							
OSGC-000-000-000-732	Final		2010	2010-09-16							
OSGC-000-000-000-971	Final		2011	2010-10-29							
OSGC-000-000-000-581	Final		2010	2010-01-01							
OSGC-000-000-000-891	Final		2011	2010-11-01							
OSGC-000-000-000-976	Final		2010	2010-10-29							
OSGC-000-000-000-663	Final		2010	2010-07-12							
OSGC-000-000-000-721	Final		2010					2010-09-30			
OSGC-000-000-000-406	Final		2010		2010-09-30						
OSGC-000-000-000-598	Final		2010	2010-09-17	2010-09-11						
OSGC-000-000-001-328	Final		2004	2004-01-01							
OSGC-000-000-001-271	Final		2010	2010							
OSGC-000-000-001-265	Final		2010	2009-10-01							
OSGC-000-000-001-262	Final		2010	2010							
OSGC-000-000-001-241	Final		2010	2010-09-01							
OSGC-000-000-001-183	Final		2008	2007-11-22							
OSGC-000-000-001-076	Final		2010	2010-03-01							
OSGC-000-000-001-051	Final		2011								2010-10-31
OSGC-000-000-001-050	Final		2011								2010-10-31
OSGC-000-000-001-049	Final		2011	2011-03-01							2010-10-31
OSGC-000-000-001-046	Final		2011								2010-10-31
OSGC-000-000-001-037	Final		2011								2010-10-31
OSGC-000-000-001-034	Final		2011		2010-10-31						
OSGC-000-000-000-044	Final		2009	2009-02							
OSGC-000-000-000-985	Final		2010					2010-05-04			
OSGC-000-000-000-397	Final		2010		2010-09-30						
OSGC-000-000-000-430	Final		2011	2010-10-23							
OSGC-000-000-000-434	Final		2011	2010-10-23							
OSGC-000-000-000-456	Final		2010	2010-09-01							
OSGC-000-000-000-964	Final		2010	2010-04-13							
OSGC-000-000-000-875	Final		2010	2010-10-28							
OSGC-000-000-000-488	Final		2010	2010-09-30							
OSGC-000-000-000-497	Final		2010	2010-08-01							
OSGC-000-000-000-513	Final		2010	2010-08-12							
OSGC-000-000-000-528	Final		2010	2009-12-14							
OSGC-000-000-000-571	Final		2011	2010-10-26							
OSGC-000-000-000-585	Final		2010								2009-11-10
OSGC-000-000-000-600	Final		2010					2010-09-30			
OSGC-000-000-000-608	Final		2010	2010-09-01							
OSGC-000-000-000-683	Final		2010	2010-05-01							
OSGC-000-000-000-684	Final		2011	2010-10-27							
OSGC-000-000-000-687	Final		2011					2010-10-27			
OSGC-000-000-000-695	Final		2010	2010-09-29							
OSGC-000-000-000-796	Final		2010	2010-01-01							
OSGC-000-000-000-378	Final		2010	2010-09-30							
OSGC-000-000-000-408	Final		2010	2010-07-30							
OSGC-000-000-000-851	Final		2010	2010-07-13							
OSGC-000-000-000-669	Final		2010	2010-07-28							
OSGC-000-000-000-656	Final		2010	2010-07-28							
OSGC-000-000-000-672	Final		2010	2010-07-27							
OSGC-000-000-000-416	Final		2010	2010-07-29							
OSGC-000-000-000-413	Final		2010	2010-07-30							
OSGC-000-000-000-410	Final		2010	2010-07-30							
OSGC-000-000-000-679	Final		2010	2010-07-27							
OSGC-000-000-000-655	Final		2010	2010-07-28							
OSGC-000-000-000-653	Final		2010	2010-07-29							
OSGC-000-000-000-673	Final		2010	2010-07-27							
OSGC-000-000-000-676	Final		2010	2010-07-27							
OSGC-000-000-000-415	Final		2010			2010-07-29					
OSGC-000-000-000-666	Final		2010	2010-07-28							
OSGC-000-000-000-677	Final		2010	2010-07-27							
OSGC-000-000-000-411	Final		2010	2010-07-30							
OSGC-000-000-000-412	Final		2010	2010-07-30							
OSGC-000-000-000-414	Final		2010	2010-07-29							
OSGC-000-000-000-632	Final		2010	2010-04-01							
OSGC-000-000-001-161	Final		2010	2010-09-04							
OSGC-000-000-000-606	Final		2010	2010-08-23							
OSGC-000-000-000-597	Final		2010	2010-08-01							
OSGC-000-000-000-736	Final		2010	2010-08-27							
OSGC-000-000-000-863	Final		2010	2010-03-31							
OSGC-000-000-000-849	Final		2010	2010-02-19							
OSGC-000-000-000-952	Final		2010	2010-02-27							
OSGC-000-000-000-629	Final		2010	2009-11-01							
OSGC-000-000-000-790	Final		2010	2010-09-01							
OSGC-000-000-000-604	Final		2010	2009-12-01							
OSGC-000-000-000-876	Final		2010	2010-09-01							
OSGC-000-000-000-953	Final		2006	2006-09-28							
OSGC-000-000-000-748	Final		2007						2007-04-27		
OSGC-000-000-000-631	Final		2011	2010-10-26							
OSGC-000-000-001-003	Final		2010	2010-06-01							
OSGC-000-000-001-165	Final		2010	2010-01-21							
OSGC-000-000-000-850	Final		2010	2010-06-01							
OSGC-000-000-000-878	Final		2010	2010-05-01							
OSGC-000-000-000-946	Final		2010	2010-07-01							
OSGC-000-000-001-160	Final		2011	2010-10-01							
OSGC-000-000-001-164	Final		2011	2010-10-01							
OSGC-000-000-000-650	Final		2010			2010-07-29					
OSGC-000-000-000-919	Final		2010	2010-06-01							
OSGC-000-000-001-073	Final		2010	2010-01-01							
OSGC-000-000-000-605	Final		2010	2010-09-01							
OSGC-000-000-000-737	Final		2010	2010-09-30							
OSGC-000-000-000-447	Final		2010	2010-09-01							
OSGC-000-000-000-222	Final		2010	2010-07-16							
OSGC-000-000-000-886	Final		2010	2010-01-01							
OSGC-000-000-001-099	Final		2010	2010-04-20							
OSGC-000-000-000-928	Final		2011	2010-10-19							
OSGC-000-000-000-889	Final		2011	2010-11-03							
OSGC-000-000-000-983	Final		2006	2006-01-01							
OSGC-000-000-000-563	Final		2009	2009-09-01							
OSGC-000-000-001-002	Final		2011					2010-10-30			
OSGC-000-000-000-381	Final		2010	2010-02-03							
