pub_date,title,authors,doi,ark,journal,collaboration,num_yellowstone_authors,yellowstone_authors,sum_author_charges,other_ncar_authors
2008-08-01,Distribution and direct radiative forcing of carbonacceous and sulfate aerosols in an interactive size-resolving aerosol-climate model,"Kim, D.; Wang, C.; Ekman, A.; et al",10.1029/2007JD009756,http://n2t.net/ark:/85065/d7794574,Journal of Geophysical Research-Atmospheres,"UCAR, University and Other",1,"Barth, M.",401573.2,"Rasch, P."
2008-06-01,Early experiences with the 360TB IBM Blue Gene/L platform,"Bhanot, G.; Dennis, J.; Edwards, J.; et al",10.1142/S0219876208001443,http://n2t.net/ark:/85065/d7697446,International Journal of Computational Methods,"UCAR, University and Other",3,"Dennis, J.; Edwards, J.; Loft, R.",2614910.8,"Grabowski, W.; St-Cyr, A.; Thomas, S.; Tufo, H."
2008-07-01,Half a million years of coherent dust flux variations in the tropical Pacific and Antarctica,"Winckler, G.; Anderson, R.; Fleisher, M.; et al",,http://n2t.net/ark:/85065/d75b031t,Geochimica et Cosmochimica Acta,UCAR and University,1,"Mahowald, N.",50565.3,
2006-10-15,Toward a unified view of the American Monsoon Systems,"Vera, C.; Higgins, W.; Amador, J.; et al",10.1175/JCLI3896.1,http://n2t.net/ark:/85065/d7n58mww,Journal of Climate,"UCAR, University and Other",1,"Gochis, D.",2588623.8,
2006-06-01,The low resolution CCSM3,"Yeager, S.; Shields, C.; Large, W.; et al",10.1175/JCLI3744.1,http://n2t.net/ark:/85065/d70g3kp3,Journal of Climate,UCAR only,2,"Yeager, S.; Shields, C.",2055060.5,"Large, W.; Hack, J."
2006-06-01,Attribution and impacts of upper ocean biases in CCSM3,"Large, W.; Danabasoglu, G.",,http://n2t.net/ark:/85065/d7br8sqs,Journal of Climate,UCAR only,1,"Danabasoglu, G.",4662078.2,"Large, W."
2006-07-01,Climate-carbon cycle feedback analysis: Results from the C⁴MIP model intercomparison,"Friedlingstein, P.; Cox, P.; Betts, R.; et al",,http://n2t.net/ark:/85065/d7zc83d8,Journal of Climate,"UCAR, University and Other",1,"Lindsay, K.",8780868.5,
2006-08-01,GLACE: The Global Land-Atmosphere Coupling Experiment. 1. Overview,"Koster, R.; Guo, Z.; Dirmeyer, P.; et al",,http://n2t.net/ark:/85065/d7pv6kxc,Journal of Hydrometeorology,"UCAR, University and Other",3,"Bonan, G.; Lawrence, D.; Oleson, K.",5509595.2,
2010-12-31,Rotated versions of the Jablonowski steady-state and baroclinic wave test cases: A dynamical core intercomparison,"Lauritzen, P.; Jablonowski, C.; Taylor, M.; et al",10.3894/JAMES.2010.2.15,http://n2t.net/ark:/85065/d7p26zj2,Journal of Advances in Modeling Earth Systems,"UCAR, University and Other",2,"Lauritzen, P.; Nair, R.",948839.0,
2010-02-01,Surface wind regionalization over complex terrain: Evaluation and analysis of a high-resolution WRF simulation,"Jiménez, P.; González-Rouco, J.; García-Bustamante, E.; et al",10.1175/2009JAMC2175.1,http://n2t.net/ark:/85065/d7513zn8,Journal of Applied Meteorology and Climatology,"UCAR, University and Other",1,"Dudhia, J.",7499.3,
2010-01-26,Lack of universality in decaying magnetohydrodynamic turbulence,"Lee, E.; Brachet, M.; Pouquet, A.; et al",10.1103/PhysRevE.81.016318,http://n2t.net/ark:/85065/d7wm1dvz,Physical Review E,"UCAR, University and Other",1,"Rosenberg, D.",9590.7,"Lee, E.; Brachet, M.; Pouquet, A.; Mininni, P."
2010-09-01,Simulations of subtropical cyclones in a baroclinic channel model,"Davis, C.",10.1175/2010JAS3411.1,http://n2t.net/ark:/85065/d7m32w6z,Journal of the Atmospheric Sciences,UCAR only,1,"Davis, C.",122216.9,
2010-05-01,Flux attenuation due to sensor displacement over sea,"Nilsson, E.; Rutgersson, A.; Sullivan, P.",10.1175/2010JTECHA1388.1,http://n2t.net/ark:/85065/d7bp0362,Journal of Atmospheric and Oceanic Technology,UCAR and University,1,"Sullivan, P.",24930550.2,
2010-01-01,Dynamics of winds and currents coupled to surface waves,"Sullivan, P.; McWilliams, J.",10.1146/annurev-fluid-121108-145541,http://n2t.net/ark:/85065/d7348kt8,Annual Review of Fluid Mechanics,UCAR and University,1,"Sullivan, P.",24930550.2,
2010-08-01,Ensemble-based forecast uncertainty analysis of diverse heavy rainfall events,"Schumacher, R.; Davis, C.",10.1175/2010WAF2222378.1,http://n2t.net/ark:/85065/d7tm7bjr,Weather and Forecasting,UCAR and University,1,"Davis, C.",122216.9,"Schumacher, R."
2010-07-01,A velocity dealiasing technique using rapidly updated analysis from a four-dimensional variational Doppler radar data assimilation system,"Lim, E.; Sun, J.",10.1175/2010JTECHA1300.1,http://n2t.net/ark:/85065/d7k35v31,Journal of Atmospheric and Oceanic Technology,UCAR and Other,1,"Sun, J.",,"Lim, E."
2010-04-01,Environmental controls on the simulated diurnal cycle of warm-season precipitation in the Continental United States,"Trier, S.; Davis, C.; Ahijevych, D.",10.1175/2009JAS3247.1,http://n2t.net/ark:/85065/d79p3234,Journal of the Atmospheric Sciences,UCAR only,2,"Davis, C.; Ahijevych, D.",124532.6,"Trier, S."
2010-05-01,Improvements in a half degree atmosphere/land version of the CCSM,"Gent, P.; Yeager, S.; Neale, R.; et al",10.1007/s00382-009-0614-8,http://n2t.net/ark:/85065/d7251jmj,Climate Dynamics,UCAR only,4,"Yeager, S.; Neale, R.; Levis, S.; Bailey, D.",21116742.6,"Gent, P."
2010-01-26,Contribution of land surface initialization to subseasonal forecast skill: First results from a multi-model experiment,"Koster, R.; Mahanama, S.; Yamada, T.; et al",10.1029/2009GL041677,http://n2t.net/ark:/85065/d7sn09cg,Geophysical Research Letters,"UCAR, University and Other",1,"Lawrence, D.",4521267.3,
2010-01-12,"Description and evaluation of the Model for Ozone and Related chemical Tracers, version 4 (MOZART-4)","Emmons, L.; Walters, S.; Hess, P.; et al",10.5194/gmd-3-43-2010,http://n2t.net/ark:/85065/d7154hg5,Geoscientific Model Development,"UCAR, University and Other",7,"Emmons, L.; Walters, S.; Hess, P.; Lamarque, J.; Pfister, G.; Kinnison, D.; Tie, X.",29847240.5,"Fillmore, D.; Guenther, A.; Laepple, T.; Orlando, J.; Tyndall, G.; Wiedinmyer, C."
2010-04-02,Quantifying carbon-nitrogen feedbacks in the Community Land Model (CLM4),"Bonan, G.; Levis, S.",10.1029/2010GL042430,http://n2t.net/ark:/85065/d7rn3890,Geophysical Research Letters,UCAR only,2,"Bonan, G.; Levis, S.",5566264.4,
2010-02-18,Probability distributions of land surface wind speeds over North America,"He, Y.; Monahan, A.; Jones, C.; et al",10.1029/2008JD010708,http://n2t.net/ark:/85065/d7h70g8k,Journal of Geophysical Research-Atmospheres,"UCAR, University and Other",1,"Dai, A.",114331.2,
2010-04-01,A nonlinear perspective on the dynamics of the MJO: Idealized large-eddy simulations,"Wedi, N.; Smolarkiewicz, P.",10.1175/2009JAS3160.1,http://n2t.net/ark:/85065/d7057gbs,Journal of the Atmospheric Sciences,UCAR and Other,1,"Smolarkiewicz, P.",45736.1,
2010-02-01,Wind-tunnel experiment on logarithmic-layer turbulence under the influence of overlying detached eddies,"Hattori, Y.; Moeng, C.; Suto, H.; et al",10.1007/s10546-009-9451-x,http://n2t.net/ark:/85065/d7m045wz,Boundary-Layer Meteorology,UCAR and Other,1,"Moeng, C.",16857.8,"Hattori, Y."
2010-07-22,"An aircraft-based upper troposphere lower stratosphere O₃, CO, and H₂O climatology for the Northern Hemisphere","Tilmes, S.; Pan, L.; Hoor, P.; et al",10.1029/2009JD012731,http://n2t.net/ark:/85065/d7h132fx,Journal of Geophysical Research,"UCAR, University and Other",1,"Tilmes, S.",14963368.7,"Pan, L.; Campos, T.; Pittman, J.; Weinheimer, A."
2010-08-30,Dynamics of Wind Setdown at Suez and the Eastern Nile Delta,"Drews, C.; Han, W.",10.1371/journal.pone.0012481,http://n2t.net/ark:/85065/d77m08cr,PLoS One,UCAR and University,1,"Drews, C.",161.4,
2010-10-01,Effects of aerosol solubility and regeneration on warm-phase orographic clouds and precipitation simulated by a detailed bin microphysical scheme,"Xue, L.; Teller, A.; Rasmussen, R.; et al",10.1175/2010JAS3511.1,http://n2t.net/ark:/85065/d7qj7hrw,Journal of the Atmospheric Sciences,"UCAR, University and Other",1,"Xue, L.",2942463.2,"Rasmussen, R."
2010-09-02,Intercomparison of aerosol-cloud-precipitation interactions in stratiform orographic mixed-phase clouds,"Muhlbauer, A.; Hashino, T.; Xue, L.; et al",10.5194/acp-10-8173-2010,http://n2t.net/ark:/85065/d7pk0gkm,Atmospheric Chemistry and Physics,"UCAR, University and Other",1,"Xue, L.",2942463.2,"Rasmussen, R."
2010-09-01,Mechanisms of along-valley winds and heat exchange over mountainous terrain,"Schmidli, J.; Rotunno, R.",10.1175/2010JAS3473.1,http://n2t.net/ark:/85065/d7f47pk3,Journal of the Atmospheric Sciences,UCAR and University,1,"Rotunno, R.",3431.1,
2010-09-30,Cancellation exponents in helical and non-helical flows,"Rodriguez Imazio, P.; Mininni, P.",10.1017/S0022112010000819,http://n2t.net/ark:/85065/d75m665w,Journal of Fluid Mechanics,UCAR and University,1,"Mininni, P.",56459.9,
2010-09-27,Hall-magnetohydrodynamic small-scale dynamos,"Gomez, D.; Mininni, P.; Dmitruk, P.",10.1103/PhysRevE.82.036406,http://n2t.net/ark:/85065/d7x34xww,Physical Review E,UCAR and University,1,"Mininni, P.",56459.9,
2010-07-01,Numerical simulations of low-CAPE flows over a mountain ridge,"Miglietta, M.; Rotunno, R.",10.1175/2010JAS3378.1,http://n2t.net/ark:/85065/d7sb465z,Journal of the Atmospheric Sciences,UCAR and University,1,"Rotunno, R.",3431.1,
2010-11-01,A non-Gaussian ensemble filter update for data assimilation,"Anderson, J.",10.1175/2010MWR3253.1,http://n2t.net/ark:/85065/d7kp82m7,Monthly Weather Review,UCAR only,1,"Anderson, J.",6.6,
2010-01-01,On the magnetic field of off-limb spicules,"Centeno Elliott, R.; Trujillo Bueno, J.; Asensio Ramos, A.",10.1088/0004-637X/708/2/1579,http://n2t.net/ark:/85065/d7b56k5h,The Astrophysical Journal,UCAR and Other,1,"Centeno Elliott, R.",22.4,
2011-03-01,Can fully accounting for clouds in data assimilation improve short-term forecasts by global models?,"Pincus, R.; Hofmann, R.; Anderson, J.; et al",10.1175/2010MWR3412.1,http://n2t.net/ark:/85065/d72n52p0,Monthly Weather Review,"UCAR, University and Other",3,"Anderson, J.; Raeder, K.; Collins, N.",2931382.2,
2010-06-30,AMPS forecasts: The Antarctic mesoscale prediction system,"Bromwich, D.; Nicolas, J.; Powers, J.",,http://n2t.net/ark:/85065/d7jq11gd,Meteorological Technology International,UCAR and University,1,"Powers, J.",6349.5,
2010-12-01,"An extreme precipitation event in Dronning Maud Land, Antarctica: A case study with the Antarctic mesoscale prediction system","Schlosser, E.; Powers, J.; Duda, M.; et al",10.1111/j.1751-8369.2010.00164.x,http://n2t.net/ark:/85065/d7959j0p,Polar Research,UCAR and University,3,"Powers, J.; Duda, M.; Manning, K.",21615520.2,
2010-07-30,Impact of changes in the Sun's conveyor-belt on recent solar cycles,"Dikpati, M.; Gilman, P.; de Toma, G.; et al",10.1029/2010GL044143,http://n2t.net/ark:/85065/d7s75gsp,Geophysical Research Letters,UCAR and University,1,"Dikpati, M.",6255871.1,"Gilman, P.; de Toma, G."
2010-06-01,Comparison of two land surface schemes in week-long cloud-system-resolving simulations of warm season precipitation,"Liu, C.; Dudhia, J.; Moncrieff, M.",10.1007/s00703-010-0064-1,http://n2t.net/ark:/85065/d7hq40b1,Meteorological and Atmospheric Physics,UCAR and Other,2,"Liu, C.; Dudhia, J.",19048878.6,"Moncrieff, M."
2010-11-01,A mixed scheme for subgrid-scale fluxes in cloud-resolving models,"Moeng, C.; Sullivan, P.; Khairoutdinov, M.; et al",10.1175/2010JAS3565.1,http://n2t.net/ark:/85065/d7862gww,Journal of the Atmospheric Sciences,UCAR and University,2,"Moeng, C.; Sullivan, P.",24947408.0,
2010-03-30,Length of a minimum as predictor of next solar cycle's strength,"Dikpati, M.; Gilman, P.; Kane, R.",10.1029/2009GL042280,http://n2t.net/ark:/85065/d7gq6z5t,Geophysical Research Letters,UCAR and Other,1,"Dikpati, M.",6255871.1,"Gilman, P."
2010-10-01,Large-eddy simulation of the daytime boundary layer in an idealized valley using the weather research and forecasting numerical model,"Catalano, F.; Moeng, C.",10.1007/s10546-010-9518-8,http://n2t.net/ark:/85065/d7zs2x0p,Boundary-Layer Meteorology,UCAR and University,1,"Moeng, C.",16857.8,
2010-08-01,On the eruption of coronal flux ropes,"Fan, Y.",10.1088/0004-637X/719/1/728,http://n2t.net/ark:/85065/d7fq9x3b,The Astrophysical Journal,UCAR only,1,"Fan, Y.",14599477.7,
2010-09-30,"Environmental characteristics associated with pedestrian-motor vehicle collisions in Denver, Colorado","Sebert Kuhlmann, A.; Brett, J.; Thomas, D.; et al",10.2105/AJPH.2007.131961,http://n2t.net/ark:/85065/d769741v,American Journal of Public Health,UCAR and University,1,"Sain, S.",2314.2,
2010-08-01,Combining climate model output via model correlations,"Sain, S.; Furrer, R.",10.1007/s00477-010-0380-5,http://n2t.net/ark:/85065/d7xs5vvw,Stochastic Environmental Research and Risk Assessment,UCAR and University,1,"Sain, S.",2314.2,
2010-09-01,Spatial hierarchical modeling of precipitation extremes from a regional climate model,"Cooley, D.; Sain, S.",10.1007/s13253-010-0023-9,http://n2t.net/ark:/85065/d7p84cbn,"Journal of Agricultural, Biological, and Environmental Statistics",UCAR and University,1,"Sain, S.",2314.2,
2010-03-08,Chemical evolution of volatile organic compounds in the outflow of the Mexico City metropolitan area,"Apel, E.; Emmons, L.; Karl, T.; et al",10.5194/acp-10-2353-2010,http://n2t.net/ark:/85065/d7dv1k9x,Atmospheric Chemistry and Physics,UCAR and Other,2,"Emmons, L.; Tie, X.",450558.0,"Apel, E.; Karl, T.; Flocke, F.; Hills, A.; Madronich, S.; Lee-Taylor, J.; Fried, A.; Weibring, P.; Walega, J.; Richter, D.; Mauldin, R.; Campos, T.; Weinheimer, A.; Knapp, D."
2011-02-01,Toward a new cloud analysis and prediction system,"Auligné, T.; Lorenc, A.; Michel, Y.; et al",10.1175/2010BAMS2978.1,http://n2t.net/ark:/85065/d75b02zh,Bulletin of the American Meteorological Society,"UCAR, University and Other",3,"Auligné, T.; Michel, Y.; Dudhia, J.",283346.2,
2010-07-01,Forecasting skill of model averages,"Winter, C.; Nychka, D.",10.1007/s00477-009-0350-y,http://n2t.net/ark:/85065/d7ws8tp2,Stochastic Environmental Research and Risk Assessment,UCAR and University,1,"Nychka, D.",237.8,"Winter, C."
2010-12-01,On optimal stability test spacing for assessing snow avalanche conditions,"Birkeland, K.; Hendrikx, J.; Clark, M.",10.3189/002214310794457281,http://n2t.net/ark:/85065/d7n87b7q,Journal of Glaciology,UCAR and University,1,"Clark, M.",5637.6,
2010-07-01,Performance of the new NCAR CAM3.5 in east Asian summer monsoon Simulations: Sensitivity to modifications of the convection scheme,"Haoming, C.; Zhou, T.; Neale, R.; et al",10.1175/2010JCLI3022.1,http://n2t.net/ark:/85065/d7vt1sj7,Journal of Climate,UCAR and University,1,"Neale, R.",3935881.0,
2010-08-14,Review of the formulation of present-generation stratospheric chemistry-climate models and associated external forcings,"Morgenstern, O.; Giorgetta, M.; Shibata, K.; et al",10.1029/2009JD013728,http://n2t.net/ark:/85065/d7q52q2q,Journal of Geophysical Research,"UCAR, University and Other",3,"Gettelman, A.; Kinnison, D.; Lamarque, J.",21701444.0,
2010-04-15,"The MOPITT version 4 CO product: Algorithm enhancements, validation, and long-term stability","Deeter, M.; Edwards, D.; Gille, J.; et al",10.1029/2009JD013005,http://n2t.net/ark:/85065/d7fn16n3,Journal of Geophysical Research,UCAR and Other,2,"Emmons, L.; Mao, D.",417606.2,"Deeter, M.; Edwards, D.; Gille, J.; Francis, G.; Ho, S.; Worden, H."
2010-09-28,Global simulations of ice nucleation and ice supersaturation with an improved cloud scheme in the community atmosphere model,"Gettelman, A.; Liu, X.; Ghan, S.; et al",10.1029/2009JD013797,http://n2t.net/ark:/85065/d7xk8g06,Journal of Geophysical Research-Atmospheres,"UCAR, University and Other",4,"Gettelman, A.; Morrison, H.; Park, S.; Conley, A.",12746400.9,
2010-09-01,Simulation of seasonal snowfall over Colorado,"Ikeda, K.; Rasmussen, R.; Liu, C.; et al",10.1016/j.atmosres.2010.04.010,http://n2t.net/ark:/85065/d7p55p07,Atmospheric Research,UCAR and University,9,"Ikeda, K.; Liu, C.; Gochis, D.; Yates, D.; Tewari, M.; Barlage, M.; Dudhia, J.; Thompson, G.; Guttman, E.",33760947.7,"Rasmussen, R.; Chen, F.; Miller, K."
2010-06-29,Longitudinal variation of tides in the MLT region: 1. Tides driven by tropospheric net radiative heating,"Zhang, X.; Forbes, J.; Hagan, M.",10.1029/2009JA014897,http://n2t.net/ark:/85065/d7cn74bw,Journal of Geophysical Research-Space Physics,UCAR and University,1,"Hagan, M.",,
2010-05-25,Modeling of multiple effects of atmospheric tides on the ionosphere: An examination of possible coupling mechanisms responsible for the longitudinal structure of the equatorial ionosphere,"England, S.; Immel, T.; Huba, J.; et al",10.1029/2009JA014894,http://n2t.net/ark:/85065/d7445mzn,Journal of Geophysical Research-Space Physics,"UCAR, University and Other",2,"Hagan, M.; Maute, A.",212000.1,
2010-10-07,The potential to narrow uncertainty in projections of stratospheric ozone over the 21st century,"Charlton-Perez, A.; Hawkins, E.; Eyring, V.; et al",10.5194/acp-10-9473-2010,http://n2t.net/ark:/85065/d7m61kp5,Atmospheric Chemistry and Physics,"UCAR, University and Other",4,"Kinnison, D.; Garcia, R.; Gettelman, A.; Lamarque, J.",22085839.7,
2010-07-09,Impact of Mexico City emissions on regional air quality from MOZART-4 simulations,"Emmons, L.; Apel, E.; Lamarque, J.; et al",10.5194/acp-10-6195-2010,http://n2t.net/ark:/85065/d7280835,Atmospheric Chemistry and Physics,"UCAR, University and Other",3,"Emmons, L.; Lamarque, J.; Hess, P.",7571921.7,"Apel, E.; Campos, T.; Hall, S.; Knapp, D.; Walega, J.; Weibring, P.; Weinheimer, A.; Wiedinmyer, C."
2010-10-07,Atmospheric physics: Solar surprise?,"Garcia, R.",,http://n2t.net/ark:/85065/d7j67hdd,Nature,UCAR only,1,"Garcia, R.",384395.7,
2010-09-21,Role of the QBO in modulating the influence of the 11 year solar cycle on the atmosphere using constant forcings,"Matthes, K.; Marsh, D.; Garcia, R.; et al",10.1029/2009JD013020,http://n2t.net/ark:/85065/d7n01709,Journal of Geophysical Research,"UCAR, University and Other",4,"Marsh, D.; Garcia, R.; Kinnison, D.; Walters, S.",22195912.0,
2011-09-01,Functional ANOVA and regional climate experiments: A statistical analysis of dynamic downscaling,"Sain, S.; Nychka, D.; Mearns, L.",10.1002/env.1068,http://n2t.net/ark:/85065/d70865r3,Environmetrics,UCAR only,2,"Sain, S.; Nychka, D.",2552.0,"Mearns, L."
2010-06-01,Quantification of the feedback between phytoplankton and ENSO in the Community Climate System Model,"Jochum, M.; Yeager, S.; Lindsay, K.; et al",10.1175/2010JCLI3254.1,http://n2t.net/ark:/85065/d7222v67,Journal of Climate,UCAR only,2,"Yeager, S.; Lindsay, K.",9250499.8,"Jochum, M.; Moore, J.; Murtugudde, R."
2010-03-11,Projected 21st century decrease in marine productivity: A multi-model analysis,"Steinacher, M.; Joos, F.; Frolicher, T.; et al",10.5194/bg-7-979-2010,http://n2t.net/ark:/85065/d7nv9jq3,Biogeosciences,"UCAR, University and Other",1,"Lindsay, K.",8780868.5,
2010-06-14,"The Arctic Research of the Composition of the Troposphere from Aircraft and Satellites (ARCTAS) mission: Design, execution, and first results","Jacob, D.; Crawford, J.; Maring, H.; et al",10.5194/acp-10-5191-2010,http://n2t.net/ark:/85065/d7125t4r,Atmospheric Chemistry and Physics,"UCAR, University and Other",1,"Emmons, L.",417510.0,
2010-05-18,Unexpected connections between the stratosphere and ionosphere,"Goncharenko, L.; Chau, J.; Liu, H.; et al",10.1029/2010GL043125,http://n2t.net/ark:/85065/d7rn38bf,Geophysical Research Letters,"UCAR, University and Other",1,"Liu, H.",7790461.2,
2010-06-29,Ionospheric variability due to planetary waves and tides for solar minimum conditions,"Liu, H.; Wang, W.; Richmond, A.; et al",10.1029/2009JA015188,http://n2t.net/ark:/85065/d7cc114x,Journal of Geophysical Research-Space Physics,UCAR only,3,"Liu, H.; Richmond, A.; Roble, R.",7792583.2,"Wang, W."
2011-10-01,The effect of subfilter-scale physics on regularization models,"Pietarila, J.; Holm, D.; Mininni, P.; et al",10.1007/s10915-010-9428-4,http://n2t.net/ark:/85065/d7qn677h,Journal of Scientific Computing,"UCAR, University and Other",1,"Mininni, P.",56459.9,"Pouquet, A."
2010-05-04,Impact of vegetation feedback on the temperature and its diurnal range over the Northern Hemisphere during summer in a 2 × CO₂ climate,"Jeong, S.; Ho, C.; Park, T.; et al",10.1007/s00382-010-0827-x,http://n2t.net/ark:/85065/d76m3798,Climate Dynamics,UCAR and University,1,"Levis, S.",5566150.7,
2010-05-11,On the relationship of Joule heating and nitric oxide radiative cooling in the thermosphere,"Lu, G.; Mlynczak, M.; Hunt, L.; et al",10.1029/2009JA014662,http://n2t.net/ark:/85065/d7z60pjb,Journal of Geophysical Research-Space Physics,"UCAR, University and Other",2,"Lu, G.; Roble, R.",38594.7,
2010-09-08,Anthropogenic forcing of the Northern Annular Mode in CCMVal-2 models,"Morgenstern, O.; Akiyoshi, H.; Bekki, S.; et al",10.1029/2009JD013347,http://n2t.net/ark:/85065/d75q4wkt,Journal of Geophysical Research-Atmospheres,"UCAR, University and Other",4,"Garcia, R.; Gettelman, A.; Kinnison, D.; Lamarque, J.",22085839.7,
2010-09-22,Stratosphere-troposphere coupling and annular mode variability in chemistry-climate models,"Gerber, E.; Baldwin, M.; Akiyoshi, H.; et al",10.1029/2009JD013770,http://n2t.net/ark:/85065/d7d79bv1,Journal of Geophysical Research-Atmospheres,"UCAR, University and Other",2,"Garcia, R.; Gettelman, A.",1253991.1,
2010-02-01,Seasonal influences on coupled ocean-atmosphere variability in the tropical Atlantic Ocean,"Bates, S.",10.1175/2009JCLI2826.1,http://n2t.net/ark:/85065/d7c829s3,Journal of Climate,UCAR only,1,"Bates, S.",62968.0,
2010-10-07,Multi-model assessment of stratospheric ozone return dates and ozone recovery in CCMVal-2 models,"Eyring, V.; Cionni, I.; Bodeker, G.; et al",10.5194/acp-10-9451-2010,http://n2t.net/ark:/85065/d7ks6s1k,Atmospheric Chemistry and Physics,"UCAR, University and Other",3,"Kinnison, D.; Gettelman, A.; Lamarque, J.",21701444.0,
2010-07-01,Dynamical mechanism for the increase in tropical upwelling in the lowermost tropical stratosphere during warm ENSO events,"Calvo Fernandez, N.; Garcia, R.; Randel, W.; et al",10.1175/2010JAS3433.1,http://n2t.net/ark:/85065/d7t72hx2,Journal of the Atmospheric Sciences,UCAR only,3,"Calvo Fernandez, N.; Garcia, R.; Marsh, D.",2624710.9,"Randel, W."
2010-01-01,Toward a physically based gravity wave source parameterization in a general circulation model,"Richter, J.; Sassi, F.; Garcia, R.",10.1175/2009JAS3112.1,http://n2t.net/ark:/85065/d7js9qx7,Journal of the Atmospheric Sciences,UCAR only,2,"Richter, J.; Garcia, R.",16961672.5,"Sassi, F."
2010-03-01,Persistent magnetic wreaths in a rapidly rotating sun,"Brown, B.; Browning, M.; Brun, A.; et al",10.1088/0004-637X/711/1/424,http://n2t.net/ark:/85065/d71r6qzj,The Astrophysical Journal,UCAR and University,1,"Miesch, M.",90716.3,
2010-08-25,Anomalously low solar extreme-ultraviolet irradiance and thermospheric density during solar minimum,"Solomon, S.; Woods, T.; Didkovsky, L.; et al",10.1029/2010GL044468,http://n2t.net/ark:/85065/d7sb466d,Geophysical Research Letters,"UCAR, University and Other",1,"Qian, L.",51282.1,"Solomon, S."
2010-08-09,Simulation of the formation of a solar active region,"Cheung, M.; Rempel, M.; Title, A.; et al",10.1088/0004-637X/720/1/233,http://n2t.net/ark:/85065/d7ht2psd,The Astrophysical Journal,UCAR and Other,1,"Rempel, M.",8667097.2,
2010-07-27,Seismic discrimination of thermal and magnetic anomalies in sunspot umbrae,"Lindsey, C.; Cally, P.; Rempel, M.",10.1088/0004-637X/719/2/1144,http://n2t.net/ark:/85065/d789169m,The Astrophysical Journal,"UCAR, University and Other",1,"Rempel, M.",8667097.2,
2010-06-01,Spectropolarimetric analysis of 3D MHD sunspot simulations,"Borrero, J.; Rempel, M.; Solanki, S.",10.1002/asna.201011373,http://n2t.net/ark:/85065/d70r9pvm,Astronomische Nachrichten,UCAR and Other,1,"Rempel, M.",8667097.2,
2010-08-28,A computationally compact representation of Magnetic-Apex and Quasi-Dipole coordinates with smooth base vectors,"Emmert, J.; Richmond, A.; Drob, D.",10.1029/2010JA015326,http://n2t.net/ark:/85065/d7rb753g,Journal of Geophysical Research-Space Physics,UCAR and Other,1,"Richmond, A.",,
2010-03-01,The equatorial and low-latitude ionosphere within the context of global modeling,"Mendillo, M.; Wroten, J.; Roble, R.; et al",10.1016/j.jastp.2009.03.026,http://n2t.net/ark:/85065/d7gt5nn1,Journal of Atmospheric and Solar-Terrestrial Physics,UCAR and University,1,"Roble, R.",2122.0,
2010-05-06,Responses of mesosphere and lower thermosphere temperatures to gravity wave forcing during stratospheric sudden warming,"Yamashita, C.; Liu, H.; Chu, X.",10.1029/2009GL042351,http://n2t.net/ark:/85065/d7xw4k8m,Geophysical Research Letters,UCAR and University,1,"Liu, H.",7790461.2,"Yamashita, C."
2010-11-19,Climate engineering through artificial enhancement of natural forcings: Magnitudes and implied consequences,"Ammann, C.; Washington, W.; Meehl, G.; et al",10.1029/2009JD012878,http://n2t.net/ark:/85065/d7dv1kbc,Journal of Geophysical Research,UCAR only,2,"Ammann, C.; Teng, H.",54404.2,"Washington, W.; Meehl, G.; Buja, L."
2010-01-01,The sea-level conundrum: Case studies from palaeo-archives,"Abe-Ouchi, A.; Andersen, M.; Antonioli, F.; et al",10.1002/jqs.1270,http://n2t.net/ark:/85065/d75d8s9d,Journal of Quaternary Science,"UCAR, University and Other",1,"Otto-Bliesner, B.",3397120.4,
2010-01-01,EPICA Dome C record of glacial and interglacial intensities,"Masson-Delmotte, V.; Stenni, B.; Pol, K.; et al",10.1016/j.quascirev.2009.09.030,http://n2t.net/ark:/85065/d7ww7j5p,Quaternary Science Reviews,"UCAR, University and Other",1,"Otto-Bliesner, B.",3397120.4,
2010-11-03,A New interpretation of total column BrO during Arctic spring,"Salawitch, R.; Canty, T.; Kurosu, T.; et al",10.1029/2010GL043798,http://n2t.net/ark:/85065/d7nc61pg,Geophysical Research Letters,"UCAR, University and Other",2,"Kinnison, D.; Tilmes, S.",28641529.6,"Weinheimer, A.; Flocke, F.; Knapp, D.; Montzka, D.; Pan, L."
2010-09-01,The Role of the middle atmosphere in simulations of the troposphere during northern hemisphere winter: Differences between high- and low-top models,"Sassi, F.; Garcia, R.; Marsh, D.; et al",10.1175/2010JAS3255.1,http://n2t.net/ark:/85065/d7cz37m9,Journal of the Atmospheric Sciences,UCAR and Other,2,"Garcia, R.; Marsh, D.",2099346.9,
2010-09-23,Temporal variations of atomic oxygen in the upper mesosphere from SABER,"Smith, A.; Marsh, D.; Mlynczak, M.; et al",10.1029/2009JD013434,http://n2t.net/ark:/85065/d7vx0h0d,Journal of Geophysical Research-Atmospheres,UCAR and Other,2,"Smith, A.; Marsh, D.",3295342.4,
2010-11-18,Simulations of the response of the mesospheric circulation and temperature to the Antarctic ozone hole,"Smith, A.; Garcia, R.; Marsh, D.; et al",10.1029/2010GL045255,http://n2t.net/ark:/85065/d7mc90hn,Geophysical Research Letters,UCAR only,5,"Smith, A.; Garcia, R.; Marsh, D.; Kinnison, D.; Richter, J.",33935175.8,
